Driver ID,Policy Number,Effective Date,Expire Date,Terminated 
5256241,GC5000071,12/02/2021 00:00:68,31/02/2022 23:59:127,DRIVER_RESIGNED_CANCEL
5256241,GC5000072,12/02/2021 00:00:69,31/02/2022 23:59:128,DRIVER_RESIGNED_CANCEL
5256241,GC5000073,12/02/2021 00:00:70,31/02/2022 23:59:129,DRIVER_RESIGNED_CANCEL
5256241,GC5000074,12/02/2021 00:00:71,31/02/2022 23:59:130,DRIVER_RESIGNED_CANCEL
5256241,GC5000075,12/02/2021 00:00:72,31/02/2022 23:59:131,DRIVER_RESIGNED_CANCEL
5256241,GC5000076,12/02/2021 00:00:73,31/02/2022 23:59:132,DRIVER_RESIGNED_CANCEL
5256241,GC5000077,12/02/2021 00:00:74,31/02/2022 23:59:133,DRIVER_RESIGNED_CANCEL
5256241,GC5000078,12/02/2021 00:00:75,31/02/2022 23:59:134,DRIVER_RESIGNED_CANCEL
5256241,GC5000079,12/02/2021 00:00:76,31/02/2022 23:59:135,DRIVER_RESIGNED_CANCEL
5256241,GC5000080,12/02/2021 00:00:77,31/02/2022 23:59:136,DRIVER_RESIGNED_CANCEL
5256241,GC5000081,12/02/2021 00:00:78,31/02/2022 23:59:137,DRIVER_RESIGNED_CANCEL
5256241,GC5000082,12/02/2021 00:00:79,31/02/2022 23:59:138,DRIVER_RESIGNED_CANCEL
5256241,GC5000083,12/02/2021 00:00:80,31/02/2022 23:59:139,DRIVER_RESIGNED_CANCEL
5256241,GC5000084,12/02/2021 00:00:81,31/02/2022 23:59:140,DRIVER_RESIGNED_CANCEL
5256241,GC5000085,12/02/2021 00:00:82,31/02/2022 23:59:141,DRIVER_RESIGNED_CANCEL
5256241,GC5000086,12/02/2021 00:00:83,31/02/2022 23:59:142,DRIVER_RESIGNED_CANCEL
5256241,GC5000087,12/02/2021 00:00:84,31/02/2022 23:59:143,DRIVER_RESIGNED_CANCEL
5256241,GC5000088,12/02/2021 00:00:85,31/02/2022 23:59:144,DRIVER_RESIGNED_CANCEL
5256241,GC5000089,12/02/2021 00:00:86,31/02/2022 23:59:145,DRIVER_RESIGNED_CANCEL
5256241,GC5000090,12/02/2021 00:00:87,31/02/2022 23:59:146,DRIVER_RESIGNED_CANCEL
5256241,GC5000091,12/02/2021 00:00:88,31/02/2022 23:59:147,DRIVER_RESIGNED_CANCEL
5256241,GC5000092,12/02/2021 00:00:89,31/02/2022 23:59:148,DRIVER_RESIGNED_CANCEL
5256241,GC5000093,12/02/2021 00:00:90,31/02/2022 23:59:149,DRIVER_RESIGNED_CANCEL
5256241,GC5000094,12/02/2021 00:00:91,31/02/2022 23:59:150,DRIVER_RESIGNED_CANCEL
5256241,GC5000095,12/02/2021 00:00:92,31/02/2022 23:59:151,DRIVER_RESIGNED_CANCEL
5256241,GC5000096,12/02/2021 00:00:93,31/02/2022 23:59:152,DRIVER_RESIGNED_CANCEL
5256241,GC5000097,12/02/2021 00:00:94,31/02/2022 23:59:153,DRIVER_RESIGNED_CANCEL
5256241,GC5000098,12/02/2021 00:00:95,31/02/2022 23:59:154,DRIVER_RESIGNED_CANCEL
5256241,GC5000099,12/02/2021 00:00:96,31/02/2022 23:59:155,DRIVER_RESIGNED_CANCEL
5256241,GC5000100,12/02/2021 00:00:97,31/02/2022 23:59:156,DRIVER_RESIGNED_CANCEL
5256241,GC5000101,12/02/2021 00:00:98,31/02/2022 23:59:157,DRIVER_RESIGNED_CANCEL
5256241,GC5000102,12/02/2021 00:00:99,31/02/2022 23:59:158,DRIVER_RESIGNED_CANCEL
5256241,GC5000103,12/02/2021 00:00:100,31/02/2022 23:59:159,DRIVER_RESIGNED_CANCEL
5256241,GC5000104,12/02/2021 00:00:101,31/02/2022 23:59:160,DRIVER_RESIGNED_CANCEL
5256241,GC5000105,12/02/2021 00:00:102,31/02/2022 23:59:161,DRIVER_RESIGNED_CANCEL
5256241,GC5000106,12/02/2021 00:00:103,31/02/2022 23:59:162,DRIVER_RESIGNED_CANCEL
5256241,GC5000107,12/02/2021 00:00:104,31/02/2022 23:59:163,DRIVER_RESIGNED_CANCEL
5256241,GC5000108,12/02/2021 00:00:105,31/02/2022 23:59:164,DRIVER_RESIGNED_CANCEL
5256241,GC5000109,12/02/2021 00:00:106,31/02/2022 23:59:165,DRIVER_RESIGNED_CANCEL
5256241,GC5000110,12/02/2021 00:00:107,31/02/2022 23:59:166,DRIVER_RESIGNED_CANCEL
5256241,GC5000111,12/02/2021 00:00:108,31/02/2022 23:59:167,DRIVER_RESIGNED_CANCEL
5256241,GC5000112,12/02/2021 00:00:109,31/02/2022 23:59:168,DRIVER_RESIGNED_CANCEL
5256241,GC5000113,12/02/2021 00:00:110,31/02/2022 23:59:169,DRIVER_RESIGNED_CANCEL
5256241,GC5000114,12/02/2021 00:00:111,31/02/2022 23:59:170,DRIVER_RESIGNED_CANCEL
5256241,GC5000115,12/02/2021 00:00:112,31/02/2022 23:59:171,DRIVER_RESIGNED_CANCEL
5256241,GC5000116,12/02/2021 00:00:113,31/02/2022 23:59:172,DRIVER_RESIGNED_CANCEL
5256241,GC5000117,12/02/2021 00:00:114,31/02/2022 23:59:173,DRIVER_RESIGNED_CANCEL
5256241,GC5000118,12/02/2021 00:00:115,31/02/2022 23:59:174,DRIVER_RESIGNED_CANCEL
5256241,GC5000119,12/02/2021 00:00:116,31/02/2022 23:59:175,DRIVER_RESIGNED_CANCEL
5256241,GC5000120,12/02/2021 00:00:117,31/02/2022 23:59:176,DRIVER_RESIGNED_CANCEL
5256241,GC5000121,12/02/2021 00:00:118,31/02/2022 23:59:177,DRIVER_RESIGNED_CANCEL
5256241,GC5000122,12/02/2021 00:00:119,31/02/2022 23:59:178,DRIVER_RESIGNED_CANCEL
5256241,GC5000123,12/02/2021 00:00:120,31/02/2022 23:59:179,DRIVER_RESIGNED_CANCEL
5256241,GC5000124,12/02/2021 00:00:121,31/02/2022 23:59:180,DRIVER_RESIGNED_CANCEL
5256241,GC5000125,12/02/2021 00:00:122,31/02/2022 23:59:181,DRIVER_RESIGNED_CANCEL
5256241,GC5000126,12/02/2021 00:00:123,31/02/2022 23:59:182,DRIVER_RESIGNED_CANCEL
5256241,GC5000127,12/02/2021 00:00:124,31/02/2022 23:59:183,DRIVER_RESIGNED_CANCEL
5256241,GC5000128,12/02/2021 00:00:125,31/02/2022 23:59:184,DRIVER_RESIGNED_CANCEL
5256241,GC5000129,12/02/2021 00:00:126,31/02/2022 23:59:185,DRIVER_RESIGNED_CANCEL
5256241,GC5000130,12/02/2021 00:00:127,31/02/2022 23:59:186,DRIVER_RESIGNED_CANCEL
5256241,GC5000131,12/02/2021 00:00:128,31/02/2022 23:59:187,DRIVER_RESIGNED_CANCEL
5256241,GC5000132,12/02/2021 00:00:129,31/02/2022 23:59:188,DRIVER_RESIGNED_CANCEL
5256241,GC5000133,12/02/2021 00:00:130,31/02/2022 23:59:189,DRIVER_RESIGNED_CANCEL
5256241,GC5000134,12/02/2021 00:00:131,31/02/2022 23:59:190,DRIVER_RESIGNED_CANCEL
5256241,GC5000135,12/02/2021 00:00:132,31/02/2022 23:59:191,DRIVER_RESIGNED_CANCEL
5256241,GC5000136,12/02/2021 00:00:133,31/02/2022 23:59:192,DRIVER_RESIGNED_CANCEL
5256241,GC5000137,12/02/2021 00:00:134,31/02/2022 23:59:193,DRIVER_RESIGNED_CANCEL
5256241,GC5000138,12/02/2021 00:00:135,31/02/2022 23:59:194,DRIVER_RESIGNED_CANCEL
5256241,GC5000139,12/02/2021 00:00:136,31/02/2022 23:59:195,DRIVER_RESIGNED_CANCEL
5256241,GC5000140,12/02/2021 00:00:137,31/02/2022 23:59:196,DRIVER_RESIGNED_CANCEL
5256241,GC5000141,12/02/2021 00:00:138,31/02/2022 23:59:197,DRIVER_RESIGNED_CANCEL
5256241,GC5000142,12/02/2021 00:00:139,31/02/2022 23:59:198,DRIVER_RESIGNED_CANCEL
5256241,GC5000143,12/02/2021 00:00:140,31/02/2022 23:59:199,DRIVER_RESIGNED_CANCEL
5256241,GC5000144,12/02/2021 00:00:141,31/02/2022 23:59:200,DRIVER_RESIGNED_CANCEL
5256241,GC5000145,12/02/2021 00:00:142,31/02/2022 23:59:201,DRIVER_RESIGNED_CANCEL
5256241,GC5000146,12/02/2021 00:00:143,31/02/2022 23:59:202,DRIVER_RESIGNED_CANCEL
5256241,GC5000147,12/02/2021 00:00:144,31/02/2022 23:59:203,DRIVER_RESIGNED_CANCEL
5256241,GC5000148,12/02/2021 00:00:145,31/02/2022 23:59:204,DRIVER_RESIGNED_CANCEL
5256241,GC5000149,12/02/2021 00:00:146,31/02/2022 23:59:205,DRIVER_RESIGNED_CANCEL
5256241,GC5000150,12/02/2021 00:00:147,31/02/2022 23:59:206,DRIVER_RESIGNED_CANCEL
5256241,GC5000151,12/02/2021 00:00:148,31/02/2022 23:59:207,DRIVER_RESIGNED_CANCEL
5256241,GC5000152,12/02/2021 00:00:149,31/02/2022 23:59:208,DRIVER_RESIGNED_CANCEL
5256241,GC5000153,12/02/2021 00:00:150,31/02/2022 23:59:209,DRIVER_RESIGNED_CANCEL
5256241,GC5000154,12/02/2021 00:00:151,31/02/2022 23:59:210,DRIVER_RESIGNED_CANCEL
5256241,GC5000155,12/02/2021 00:00:152,31/02/2022 23:59:211,DRIVER_RESIGNED_CANCEL
5256241,GC5000156,12/02/2021 00:00:153,31/02/2022 23:59:212,DRIVER_RESIGNED_CANCEL
5256241,GC5000157,12/02/2021 00:00:154,31/02/2022 23:59:213,DRIVER_RESIGNED_CANCEL
5256241,GC5000158,12/02/2021 00:00:155,31/02/2022 23:59:214,DRIVER_RESIGNED_CANCEL
5256241,GC5000159,12/02/2021 00:00:156,31/02/2022 23:59:215,DRIVER_RESIGNED_CANCEL
5256241,GC5000160,12/02/2021 00:00:157,31/02/2022 23:59:216,DRIVER_RESIGNED_CANCEL
5256241,GC5000161,12/02/2021 00:00:158,31/02/2022 23:59:217,DRIVER_RESIGNED_CANCEL
5256241,GC5000162,12/02/2021 00:00:159,31/02/2022 23:59:218,DRIVER_RESIGNED_CANCEL
5256241,GC5000163,12/02/2021 00:00:160,31/02/2022 23:59:219,DRIVER_RESIGNED_CANCEL
5256241,GC5000164,12/02/2021 00:00:161,31/02/2022 23:59:220,DRIVER_RESIGNED_CANCEL
5256241,GC5000165,12/02/2021 00:00:162,31/02/2022 23:59:221,DRIVER_RESIGNED_CANCEL
5256241,GC5000166,12/02/2021 00:00:163,31/02/2022 23:59:222,DRIVER_RESIGNED_CANCEL
5256241,GC5000167,12/02/2021 00:00:164,31/02/2022 23:59:223,DRIVER_RESIGNED_CANCEL
5256241,GC5000168,12/02/2021 00:00:165,31/02/2022 23:59:224,DRIVER_RESIGNED_CANCEL
5256241,GC5000169,12/02/2021 00:00:166,31/02/2022 23:59:225,DRIVER_RESIGNED_CANCEL
5256241,GC5000170,12/02/2021 00:00:167,31/02/2022 23:59:226,DRIVER_RESIGNED_CANCEL
5256241,GC5000171,12/02/2021 00:00:168,31/02/2022 23:59:227,DRIVER_RESIGNED_CANCEL
5256241,GC5000172,12/02/2021 00:00:169,31/02/2022 23:59:228,DRIVER_RESIGNED_CANCEL
5256241,GC5000173,12/02/2021 00:00:170,31/02/2022 23:59:229,DRIVER_RESIGNED_CANCEL
5256241,GC5000174,12/02/2021 00:00:171,31/02/2022 23:59:230,DRIVER_RESIGNED_CANCEL
5256241,GC5000175,12/02/2021 00:00:172,31/02/2022 23:59:231,DRIVER_RESIGNED_CANCEL
5256241,GC5000176,12/02/2021 00:00:173,31/02/2022 23:59:232,DRIVER_RESIGNED_CANCEL
5256241,GC5000177,12/02/2021 00:00:174,31/02/2022 23:59:233,DRIVER_RESIGNED_CANCEL
5256241,GC5000178,12/02/2021 00:00:175,31/02/2022 23:59:234,DRIVER_RESIGNED_CANCEL
5256241,GC5000179,12/02/2021 00:00:176,31/02/2022 23:59:235,DRIVER_RESIGNED_CANCEL
5256241,GC5000180,12/02/2021 00:00:177,31/02/2022 23:59:236,DRIVER_RESIGNED_CANCEL
5256241,GC5000181,12/02/2021 00:00:178,31/02/2022 23:59:237,DRIVER_RESIGNED_CANCEL
5256241,GC5000182,12/02/2021 00:00:179,31/02/2022 23:59:238,DRIVER_RESIGNED_CANCEL
5256241,GC5000183,12/02/2021 00:00:180,31/02/2022 23:59:239,DRIVER_RESIGNED_CANCEL
5256241,GC5000184,12/02/2021 00:00:181,31/02/2022 23:59:240,DRIVER_RESIGNED_CANCEL
5256241,GC5000185,12/02/2021 00:00:182,31/02/2022 23:59:241,DRIVER_RESIGNED_CANCEL
5256241,GC5000186,12/02/2021 00:00:183,31/02/2022 23:59:242,DRIVER_RESIGNED_CANCEL
5256241,GC5000187,12/02/2021 00:00:184,31/02/2022 23:59:243,DRIVER_RESIGNED_CANCEL
5256241,GC5000188,12/02/2021 00:00:185,31/02/2022 23:59:244,DRIVER_RESIGNED_CANCEL
5256241,GC5000189,12/02/2021 00:00:186,31/02/2022 23:59:245,DRIVER_RESIGNED_CANCEL
5256241,GC5000190,12/02/2021 00:00:187,31/02/2022 23:59:246,DRIVER_RESIGNED_CANCEL
5256241,GC5000191,12/02/2021 00:00:188,31/02/2022 23:59:247,DRIVER_RESIGNED_CANCEL
5256241,GC5000192,12/02/2021 00:00:189,31/02/2022 23:59:248,DRIVER_RESIGNED_CANCEL
5256241,GC5000193,12/02/2021 00:00:190,31/02/2022 23:59:249,DRIVER_RESIGNED_CANCEL
5256241,GC5000194,12/02/2021 00:00:191,31/02/2022 23:59:250,DRIVER_RESIGNED_CANCEL
5256241,GC5000195,12/02/2021 00:00:192,31/02/2022 23:59:251,DRIVER_RESIGNED_CANCEL
5256241,GC5000196,12/02/2021 00:00:193,31/02/2022 23:59:252,DRIVER_RESIGNED_CANCEL
5256241,GC5000197,12/02/2021 00:00:194,31/02/2022 23:59:253,DRIVER_RESIGNED_CANCEL
5256241,GC5000198,12/02/2021 00:00:195,31/02/2022 23:59:254,DRIVER_RESIGNED_CANCEL
5256241,GC5000199,12/02/2021 00:00:196,31/02/2022 23:59:255,DRIVER_RESIGNED_CANCEL
5256241,GC5000200,12/02/2021 00:00:197,31/02/2022 23:59:256,DRIVER_RESIGNED_CANCEL
5256241,GC5000201,12/02/2021 00:00:198,31/02/2022 23:59:257,DRIVER_RESIGNED_CANCEL
5256241,GC5000202,12/02/2021 00:00:199,31/02/2022 23:59:258,DRIVER_RESIGNED_CANCEL
5256241,GC5000203,12/02/2021 00:00:200,31/02/2022 23:59:259,DRIVER_RESIGNED_CANCEL
5256241,GC5000204,12/02/2021 00:00:201,31/02/2022 23:59:260,DRIVER_RESIGNED_CANCEL
5256241,GC5000205,12/02/2021 00:00:202,31/02/2022 23:59:261,DRIVER_RESIGNED_CANCEL
5256241,GC5000206,12/02/2021 00:00:203,31/02/2022 23:59:262,DRIVER_RESIGNED_CANCEL
5256241,GC5000207,12/02/2021 00:00:204,31/02/2022 23:59:263,DRIVER_RESIGNED_CANCEL
5256241,GC5000208,12/02/2021 00:00:205,31/02/2022 23:59:264,DRIVER_RESIGNED_CANCEL
5256241,GC5000209,12/02/2021 00:00:206,31/02/2022 23:59:265,DRIVER_RESIGNED_CANCEL
5256241,GC5000210,12/02/2021 00:00:207,31/02/2022 23:59:266,DRIVER_RESIGNED_CANCEL
5256241,GC5000211,12/02/2021 00:00:208,31/02/2022 23:59:267,DRIVER_RESIGNED_CANCEL
5256241,GC5000212,12/02/2021 00:00:209,31/02/2022 23:59:268,DRIVER_RESIGNED_CANCEL
5256241,GC5000213,12/02/2021 00:00:210,31/02/2022 23:59:269,DRIVER_RESIGNED_CANCEL
5256241,GC5000214,12/02/2021 00:00:211,31/02/2022 23:59:270,DRIVER_RESIGNED_CANCEL
5256241,GC5000215,12/02/2021 00:00:212,31/02/2022 23:59:271,DRIVER_RESIGNED_CANCEL
5256241,GC5000216,12/02/2021 00:00:213,31/02/2022 23:59:272,DRIVER_RESIGNED_CANCEL
5256241,GC5000217,12/02/2021 00:00:214,31/02/2022 23:59:273,DRIVER_RESIGNED_CANCEL
5256241,GC5000218,12/02/2021 00:00:215,31/02/2022 23:59:274,DRIVER_RESIGNED_CANCEL
5256241,GC5000219,12/02/2021 00:00:216,31/02/2022 23:59:275,DRIVER_RESIGNED_CANCEL
5256241,GC5000220,12/02/2021 00:00:217,31/02/2022 23:59:276,DRIVER_RESIGNED_CANCEL
5256241,GC5000221,12/02/2021 00:00:218,31/02/2022 23:59:277,DRIVER_RESIGNED_CANCEL
5256241,GC5000222,12/02/2021 00:00:219,31/02/2022 23:59:278,DRIVER_RESIGNED_CANCEL
5256241,GC5000223,12/02/2021 00:00:220,31/02/2022 23:59:279,DRIVER_RESIGNED_CANCEL
5256241,GC5000224,12/02/2021 00:00:221,31/02/2022 23:59:280,DRIVER_RESIGNED_CANCEL
5256241,GC5000225,12/02/2021 00:00:222,31/02/2022 23:59:281,DRIVER_RESIGNED_CANCEL
5256241,GC5000226,12/02/2021 00:00:223,31/02/2022 23:59:282,DRIVER_RESIGNED_CANCEL
5256241,GC5000227,12/02/2021 00:00:224,31/02/2022 23:59:283,DRIVER_RESIGNED_CANCEL
5256241,GC5000228,12/02/2021 00:00:225,31/02/2022 23:59:284,DRIVER_RESIGNED_CANCEL
5256241,GC5000229,12/02/2021 00:00:226,31/02/2022 23:59:285,DRIVER_RESIGNED_CANCEL
5256241,GC5000230,12/02/2021 00:00:227,31/02/2022 23:59:286,DRIVER_RESIGNED_CANCEL
5256241,GC5000231,12/02/2021 00:00:228,31/02/2022 23:59:287,DRIVER_RESIGNED_CANCEL
5256241,GC5000232,12/02/2021 00:00:229,31/02/2022 23:59:288,DRIVER_RESIGNED_CANCEL
5256241,GC5000233,12/02/2021 00:00:230,31/02/2022 23:59:289,DRIVER_RESIGNED_CANCEL
5256241,GC5000234,12/02/2021 00:00:231,31/02/2022 23:59:290,DRIVER_RESIGNED_CANCEL
5256241,GC5000235,12/02/2021 00:00:232,31/02/2022 23:59:291,DRIVER_RESIGNED_CANCEL
5256241,GC5000236,12/02/2021 00:00:233,31/02/2022 23:59:292,DRIVER_RESIGNED_CANCEL
5256241,GC5000237,12/02/2021 00:00:234,31/02/2022 23:59:293,DRIVER_RESIGNED_CANCEL
5256241,GC5000238,12/02/2021 00:00:235,31/02/2022 23:59:294,DRIVER_RESIGNED_CANCEL
5256241,GC5000239,12/02/2021 00:00:236,31/02/2022 23:59:295,DRIVER_RESIGNED_CANCEL
5256241,GC5000240,12/02/2021 00:00:237,31/02/2022 23:59:296,DRIVER_RESIGNED_CANCEL
5256241,GC5000241,12/02/2021 00:00:238,31/02/2022 23:59:297,DRIVER_RESIGNED_CANCEL
5256241,GC5000242,12/02/2021 00:00:239,31/02/2022 23:59:298,DRIVER_RESIGNED_CANCEL
5256241,GC5000243,12/02/2021 00:00:240,31/02/2022 23:59:299,DRIVER_RESIGNED_CANCEL
5256241,GC5000244,12/02/2021 00:00:241,31/02/2022 23:59:300,DRIVER_RESIGNED_CANCEL
5256241,GC5000245,12/02/2021 00:00:242,31/02/2022 23:59:301,DRIVER_RESIGNED_CANCEL
5256241,GC5000246,12/02/2021 00:00:243,31/02/2022 23:59:302,DRIVER_RESIGNED_CANCEL
5256241,GC5000247,12/02/2021 00:00:244,31/02/2022 23:59:303,DRIVER_RESIGNED_CANCEL
5256241,GC5000248,12/02/2021 00:00:245,31/02/2022 23:59:304,DRIVER_RESIGNED_CANCEL
5256241,GC5000249,12/02/2021 00:00:246,31/02/2022 23:59:305,DRIVER_RESIGNED_CANCEL
5256241,GC5000250,12/02/2021 00:00:247,31/02/2022 23:59:306,DRIVER_RESIGNED_CANCEL
5256241,GC5000251,12/02/2021 00:00:248,31/02/2022 23:59:307,DRIVER_RESIGNED_CANCEL
5256241,GC5000252,12/02/2021 00:00:249,31/02/2022 23:59:308,DRIVER_RESIGNED_CANCEL
5256241,GC5000253,12/02/2021 00:00:250,31/02/2022 23:59:309,DRIVER_RESIGNED_CANCEL
